id,grid
16333147,CI80
16333353,DF86
16333541,DG13
16333607,CQ77
16333699,CU40
16333776,DD84
16334327,CQ93
16334336,DE88
16334686,CR124
16335101,CQ107
16335390,CT84
16335618,CN109
16336428,CY91
16336497,CD70
16336636,DE26
16336686,DP101
16336709,CS65
16336860,CO82
16336867,CS82
16337047,CW52
16337106,DH25
16337271,CI73
16337590,DD93
16337890,CU89
16338086,CT101
16338143,DM70
16338348,CG82
16338454,CS41
16339175,CI81
16339429,CF95
16341416,CZ97
16345072,CX93
16346527,EP68
16346945,CM52
16347171,CY92
16347965,CM62
16348240,CM68
16348791,CE74
16349311,CH79
16349645,CB75
16349888,CS42
16350271,CQ80
16350431,CU82
16350500,CS93
16350688,CU79
16351193,DH25
16352250,CT54
16352484,DA24
16352708,CH78
16352907,CL56
16352982,CR42
16353229,CI67
16353257,CF78
16353458,CQ74
16353473,CU84
16353485,CP82
16353851,CR81
16354659,CJ76
16356884,CI83
16357148,CT47
16360002,CS52
16360010,CT84
16360727,CR95
16360894,CS43
16361014,CY32
16361439,CU91
16361717,CS82
16362150,CR95
16362226,EG67
16363175,CH73
16363328,CR121
16363434,CI69
16363498,CV82
16363747,CH93
16363923,CC76
16364067,CW93
16364666,CQ43
16365302,CG78
16365878,CT92
16366744,CU99
16366928,DI44
16367064,CE82
16367184,CF102
16367772,CO49
16367983,CK78
16368233,CQ92
16368328,CV42
16368376,CI78
16368541,CY62
16368793,DG88
16370096,CQ92
16373331,CJ100
16373546,CF77
16374376,CI89
16374392,CO82
16374702,CK79
16374783,CT94
16374819,CY61
16376497,CK76
16377144,DA62
16377436,CS82
16377899,CA84
16378007,CM69
16378313,CH64
16378562,CO66
16378706,CT77
16380258,CU55
16380794,BX110
16381008,CW52
16381049,CP75
16381226,CI132
16381393,CY42
16381746,CD85
16381905,CY42
16382035,CC75
16382645,CE76
16385859,CZ26
16388417,CG64
16389354,CS85
16389531,CH78
16389820,CQ82
16390105,CL93
16390662,EA72
16391487,CI79
16391952,CG88
16392085,CP82
16392514,CH66
16392756,CF75
16393191,CF70
16393395,CF69
16393500,CM92
16393554,CF81
16394179,DD102
16394193,DE86
16394440,CN92
16394488,CQ82
16394576,CT53
16394608,CW93
16394700,CU82
16394824,CD77
16395341,CU32
16395800,CI81
16395966,CS96
16396119,CV36
16396241,CR83
16396301,CI63
16396507,CJ71
16396640,CS58
16396753,CJ79
16400753,CU81
16400971,CV35
16401944,FA104
16402623,CI81
16403092,CS90
16403353,CJ79
16404289,CS48
16404329,CO83
16405036,CE72
16405126,CU84
16405632,CG70
16405668,CG70
16406203,CL89
16406403,CV94
16406680,CM68
16407022,CN85
16407427,DH42
16407461,CQ102
16408202,CJ77
16409634,CZ92
16409970,CH65
16411398,CU47
16412250,CL96
16412823,CO60
16413425,CU49
16413638,CF79
16413742,CV87
16413797,DA91
16414045,DI85
16414081,CR91
16414538,CF74
16414567,CR61
16414744,CG65
16415297,CS59
16415365,CP45
16415427,CI64
16415673,CY87
16415769,CV35
16415910,CR41
16416474,CH80
16416588,CP98
16416857,CF82
16417951,CW96
16418497,CS85
16420915,CM56
16422375,DD84
16423080,CQ75
16423090,CS109
16423772,ER82
16423876,CY94
16424070,CS108
16424565,ED97
16424642,CY87
16424684,CK94
16424743,CZ103
16424934,CK77
16425205,DP36
16425234,CS82
16426099,DD59
16426123,CF95
16426559,CI80
16427245,DD60
16427395,CC74
16427668,CE71
16427742,CL54
16427854,CI82
16428383,DG17
16428888,CJ77
16428954,CU79
16429097,CU85
16429863,CZ73
16429866,CB108
16430924,CS95
16431249,CK72
16435953,CU84
16436865,CJ60
16437145,CW93
16437326,CL68
16437333,CE77
16438038,CS84
16438893,CO105
16439234,CR46
16439426,CQ98
16439716,CP82
16440192,CF69
16440383,EC82
16440392,CZ92
16441625,CQ78
16441995,DA94
16442395,CL68
16442568,CO105
16442660,CS52
16442834,DF28
16442999,CJ72
16443103,CJ63
16443158,CF65
16444320,CI57
16444558,CJ57
16448634,CH75
16449169,CR92
16449480,CR43
16449771,EJ126
16450351,CC85
16451278,CQ80
16451907,CG99
16453520,CS84
16453837,CT95
16454164,CO48
16454273,CL99
16454703,BW118
16455521,CS64
16456120,CX92
16458046,CG82
16462626,CR84
16463445,CS61
16463598,CM65
16465524,BW110
16465638,CU91
16465690,CJ79
16466095,CQ83
16466733,CD81
16466804,CU78
16466819,CM69
16467165,CP101
16467731,CK55
16468001,CI57
16468083,CZ89
16468214,CU98
16469132,CS52
16469710,CQ61
16471707,CP88
16472789,CX67
16475309,CJ79
16475570,DN64
16475935,CO89
16476403,CS111
16476956,CX48
16477061,CR62
16478472,CP83
16479076,CV33
16479344,CU46
16479459,CF67
16480273,CV90
16480421,CX86
16480673,CC75
16481602,CO46
16485273,CZ25
16485990,CM108
16486996,CG98
16487043,CK77
16487077,CI70
16487157,DO78
16487823,CM68
16487967,CN49
16488277,CB79
16488787,CD108
16489149,CM68
16489175,CT69
16490625,CL69
16490732,CL99
16490903,CU33
16491507,CQ82
16491731,CH65
16493057,CE73
16493084,CG63
16496715,CO49
16497297,CQ73
16498294,CI78
16498335,CX31
16499274,CU82
16499824,CJ60
16503382,CR91
16504513,CP79
16504986,CY87
16505722,CP107
16506016,CU50
16506121,DC44
16506579,CF70
16507002,CV69
16507116,CY26
16507804,DY39
16507990,CJ57
16508394,CY28
16508710,DK86
16511493,DN22
16513101,CB96
16513698,CI80
16514343,CB80
16514760,CR85
16514808,CY89
16514949,CF81
16515501,CT84
16517394,CI83
16517710,CN63
16518377,CK79
16518787,CG82
16519069,CL72
16519154,CO83
16519911,CD75
16520111,ET125
16523132,DA97
16525573,CJ71
16526927,CO105
16527938,CP43
16528098,CC75
16528572,CW85
16529413,CS81
16529755,CF71
16529936,CW53
16530373,CJ87
16530447,CY88
16530772,CU47
16530947,CS84
16530962,CR59
16533105,CQ50
16533876,CS82
16533954,CR96
16534037,CM68
16534156,CR61
16534157,CR116
16534337,CV82
16534588,CM68
16535746,CI98
16540563,CX89
16541635,CN54
16542661,CG94
16542864,CJ63
16543032,CE72
16543538,CR43
16543563,CH78
16543637,CZ72
16544473,CR84
16545297,DF71
16545876,DD60
16546557,CH79
16546903,CU47
16547073,CU84
16547704,CP104
16552108,CR84
16553353,DN80
16553544,CP81
16554288,CN93
16554488,DC94
16554739,CQ104
16555274,CZ41
16555921,DI77
16556049,CS107
16556211,CS106
16557384,CR42
16557829,CZ26
16558246,CQ62
16559041,DB66
16559061,CU45
16560593,DC94
16560739,CR90
16561990,CR59
16565202,CJ102
16565435,CG101
16567425,CR100
16568106,CG102
16568164,CS52
16568191,CL70
16568252,CL90
16568275,CG76
16569426,CU108
16569554,CO81
16570490,CP94
16570631,DD91
16570975,CQ81
16570978,EA91
16575174,CG90
16575852,ER81
16577736,CY61
16578092,CR82
16578112,CR106
16578780,EP89
16578826,CS45
16579236,CS84
16581779,CY93
16582351,CO97
16584033,CO91
16584878,CE92
16585566,CI119
16585605,CV44
16586422,CO89
16586785,CU84
16586966,CN95
16587776,CP90
16590264,CO51
16591428,DF32
16595351,CT61
16598387,CL92
16599323,CV87
16599472,CB85
16601748,CI79
16601801,CD75
16601841,DM64
16603017,CX30
16603730,CU49
16603823,CO50
16604023,CY90
16604112,EM83
16604568,CI99
16604913,EF73
16607054,CR46
16608718,CO80
16612424,CT92
16613219,CX93
16613394,DA72
16613506,DW77
16613747,DA85
16613993,CD82
16614389,DC85
16614713,CJ100
16616320,CW86
16616410,DA66
16616522,CV53
16616853,CT95
16617217,CH71
16617542,CJ80
16617640,DE90
16617893,CQ74
16617969,CT39
16618049,DA85
16618113,CU84
16619241,EU94
16619861,CU114
16620082,CU86
16620235,CU93
16620607,DB91
16625310,CY93
16627548,CS51
16627834,CQ98
16628617,CI63
16629299,CS52
16629401,CJ89
16630483,CJ73
16630594,CR73
16634357,CR60
16634459,CV46
16634534,CV48
16634642,CP75
16636214,CT106
16637954,EB87
16640455,CT92
16644223,CJ95
16644599,DQ77
16646872,CX93
16647489,CR83
16648338,CN84
16649739,CR118
16649773,CQ50
16650612,CI63
16651348,CB96
16651519,CH102
16651879,CI63
16652059,CT84
16657247,CV49
16659292,CL91
16659337,CH92
16662770,CG91
16662964,CW66
16663520,CP102
16663731,CX86
16664045,DD79
16664669,CP101
16665181,CX93
16670882,CS89
16673329,CU48
16673377,CM67
16673626,CG102
16673954,CD73
16674233,CZ87
16674839,CK78
16675507,CU79
16675965,CQ59
16677170,CE71
16677256,CR48
16677358,CB108
16677866,CW52
16678104,CM67
16678888,CF95
16685971,CV31
16686651,CG80
16687158,CQ94
16687716,DJ64
16688119,CR74
16688892,CV83
16689593,CU81
16690484,CL88
16690627,CK94
16690832,CI99
16691242,CK77
16691826,CI64
16692402,DA91
16693621,DE72
16693953,CX61
16697657,CH64
16701051,CE82
16701087,CS41
16703749,CI63
16704118,DN74
16706521,CD76
16706758,CN68
16706875,CT106
16708143,CP102
16708692,DA94
16709467,CP90
16709795,CQ60
16710016,CW98
16710300,CD75
16711476,CV38
16712302,CH63
16716676,CM92
16718498,CU84
16719568,CU78
16720039,CQ50
16720574,CI71
16720662,DD95
16721040,CN92
16721137,CO82
16721299,CR83
16722564,CP58
16722762,CU40
16723682,CS82
16725326,CJ57
16725576,CT52
16725615,CH66
16725879,CE79
16725924,CT53
16726217,CT96
16730833,CS109
16731782,CL103
16732266,CL96
16734212,CQ91
16734233,DB70
16735133,CJ81
16735801,CQ50
16735848,DZ91
16736830,CL96
16737042,CY63
16738648,CH68
16739146,DF31
16739891,CQ48
16740081,CG82
16740218,CP83
16740779,CU84
16741278,CI72
16741935,CC84
16749005,CU94
16749235,CG81
16751768,DC92
16751838,CK70
16751874,EP98
16753723,CF74
16755891,CF82
16755920,CT89
16756027,CQ90
16756480,CL94
16756678,DD89
16757281,CQ46
16757480,CX91
16758426,CV53
16764130,CY46
16766700,CV40
16766743,CP105
16766855,CW33
16767194,CQ98
16768336,CX84
16768665,CU40
16769229,DD88
16770311,DB96
16771876,DP40
16772578,CX97
16775958,CJ101
16776959,BW112
16777456,DS33
16777938,CM67
16778711,CO94
16778903,CS55
16778904,CU35
16779548,CJ128
16779705,CE75
16780398,CQ126
16780469,CQ50
16781516,CO64
16781601,DD30
16783144,CS64
16783828,CN64
16784199,CE77
16791336,CJ76
16791809,CT105
16792022,CS81
16792642,CH100
16793429,CF80
16793649,DI96
16794070,CV47
16794287,CO105
16795470,CU50
16795503,DC90
16795643,CU51
16796255,CV36
16797910,DA97
16798165,BW111
16798351,CJ77
16802965,CP82
16804336,CN49
16805050,CS107
16805065,CD70
16805103,CO64
16805446,CF92
16805869,CH80
16805921,CH80
16807028,CN108
16807550,CQ78
16807749,CO97
16808375,CQ121
16808464,CW88
16810023,CT80
16810808,CP126
16811150,CM89
16811199,DD85
16811364,DD94
16813292,CI79
16814205,EI95
16814382,DH25
16814385,CT44
16814536,BZ109
16814803,DH25
16814818,CH79
16815519,CS60
16821077,CJ102
16821898,CK103
16822398,CS107
16823231,CQ81
16823712,CV84
16823923,CJ62
16824884,CV94
16826741,CJ74
16827163,CI86
16827715,DB61
16828843,CE72
16828918,CF80
16829324,CH79
16829867,CL69
16830241,CH76
16834485,CS105
16835493,CO107
16837628,CT109
16840727,CU92
16841844,CO84
16841998,DE90
16843605,CO91
16844707,CR41
16845648,CS56
16845840,DM92
16846074,CG66
16846366,CJ56
16846462,CS91
16847069,CF78
16851711,CT112
16851792,CJ100
16851973,CT109
16852728,CS105
16854141,DH102
16854181,CU32
16854754,CO67
16855055,CT85
16855679,CL68
16856193,CL68
16858146,CH64
16859099,CZ74
16860045,DH62
16860541,CR59
16865916,CP63
16867024,CT49
16867729,CH98
16869999,CV45
16870827,BX110
16871240,DA70
16873148,DH76
16874685,CG71
16879258,CF80
16880235,CF81
16883129,BI112
16883282,CC75
16883813,CQ49
16884012,CX30
16884027,CT49
16884405,CR85
16884587,DF70
16885058,CV87
16892151,CX85
16892955,DG22
16893030,CH65
16893907,DB62
16893993,DA85
16895217,CV78
16896105,CZ91
16897115,CM53
16897571,CG80
16897611,CH80
16898313,CJ92
16899058,CD78
16905585,CH76
16912472,CJ76
16914299,CK99
16914748,CY93
16916191,CT94
16916234,CK73
16916510,CN48
16916708,DA59
16916926,CK102
16917171,CE75
16917225,CG82
16918104,CU35
16923912,DT80
16925647,CJ101
16927533,CA85
16928488,CR93
16929145,CR59
16929407,CP83
16930274,CQ62
16930662,DB62
16930707,CK94
16931894,DB87
16932674,DB88
16933257,BX116
16933481,CH100
16936036,CT79
16937801,CU40
16943101,CX88
16943178,CJ72
16944182,CX98
16944820,DA41
16945093,CF68
16945495,CN106
16947113,CR81
16954154,CJ108
16954330,CS47
16959759,CV98
16960374,CS43
16960725,CI63
16960760,CP80
16960859,CV42
16961126,CR81
16962435,DA86
16963544,CJ76
16964141,AW111
16965072,CS90
16965094,DK71
16965291,CK58
16965705,CU38
16965968,CH82
16965972,CH83
16969156,CP66
16970733,CJ75
16971247,CS60
16972627,CJ59
16973662,CP82
16974219,DL72
16975094,DB60
16975918,DB71
16976026,EZ104
16976215,CG71
16976267,DQ77
16981845,CH78
16983203,EE88
16984336,CO80
16987293,CN89
16987408,CX31
16987479,CN90
16991994,CS59
16992922,CA84
16994272,CR47
16995743,CP82
16996170,CS59
16996664,CS58
16996954,CS59
16999426,DC61
16999617,CM95
17000278,CH101
17000577,CF87
17005665,CS56
17006745,CR84
17006956,CE103
17007971,DQ77
17008022,CP47
17009057,CR93
17009742,CJ93
17010314,CT84
17013137,DA92
17013623,CU78
17013882,CY62
17014341,CY110
17014809,CQ48
17020317,CM94
17023406,CZ63
17023591,EL72
17025412,CF80
17025831,CJ59
17026213,CT90
17026435,DC89
17027226,BW116
17029482,CC75
17029902,DQ77
17030043,CQ90
17031720,CT54
17037199,CJ77
17040990,CN90
17041225,CQ77
17042235,CP83
17043121,CH80
17043468,CR60
17044038,CH78
17044854,DF30
17045488,DI25
17045788,DH25
17045905,CH78
17045913,CQ76
17046103,CJ77
17046562,CX109
17070038,CT49
17070798,DB70
17071462,CG71
17072328,CP96
17072544,CG82
17073231,CR74
17073870,BL126
17073983,EJ92
17074757,DB66
17075535,BH108
17076329,CJ63
17076571,CL56
17076735,DV26
17078010,DB87
17078612,CU54
17079313,CU54
17080093,CR83
17084539,CH66
17085792,CK94
17088382,CQ61
17093180,CR61
17094226,DK65
17095035,DW26
17095296,CR74
17095350,CE75
17095846,CW90
17095925,DE92
17095971,DS74
17097239,CI132
17097495,CS47
17097898,DB66
17104272,CV89
17105446,DD59
17106473,CG94
17106644,CQ97
17106705,ED128
17107385,DC69
17107656,CI77
17108224,CC72
17108306,CS56
17108395,CY63
17108995,CG65
17109623,CL78
17111449,CV47
17112036,CV47
17116411,CK59
17117129,CP103
17117602,CG82
17117631,CS47
17118782,CK78
17120052,CJ78
17120582,CS79
17121563,CU42
17122054,CV47
17122333,CD72
17122439,CV48
17122814,CV53
17123353,CQ81
17123646,CE107
17123684,CG66
17125159,CT44
17129825,CO49
17130293,CU82
17133439,CJ71
17133664,CK108
17134357,CL56
17136721,CD78
17137388,CE77
17137626,CU40
17138076,ER99
17138302,CM50
17140695,CY88
17140748,CI99
17140782,CO81
17141182,CO49
17141413,DF85
17141577,CU81
17141884,CM68
17142987,EA33
17147561,CJ76
17149950,CI69
17150899,CK73
17151145,CD75
17151230,CE80
17152737,CF71
17153913,CR78
17154204,FA104
17155039,CV50
17156147,CU96
17157438,CS96
17157615,CH78
17158871,CG88
17168007,CH63
17171691,CI88
17172375,CI65
17173473,DR77
17174519,CE71
17176173,CW32
17177726,CI93
17178617,CW88
17186648,CT98
17186834,CT92
17187219,CP105
17187785,CK78
17187942,CU50
17188328,CE75
17188790,CO97
17189484,CP75
17189799,CN67
17189812,DJ67
17189819,DC96
17192158,CV34
17192309,DC90
17192800,EM70
17193761,CG81
17197830,DE94
17208528,DA89
17209321,CH80
17209680,CI79
17210810,CD74
17210984,CG94
17211246,CH63
17211583,CZ88
17211881,CZ60
17211908,CY93
17212052,CO83
17214699,CI96
17218433,CE73
17219303,CG77
17219608,DF88
17220307,CG88
17222011,CH74
17222454,DO64
17223109,CE73
17223725,DA67
17224136,DC65
17224372,CC109
17224797,CK57
17225037,CC109
17231011,DT76
17233611,CH74
17233932,CQ83
17234796,DB61
17234955,CR59
17236095,CS58
17236462,CR59
17237486,CE72
17237922,CR85
17239021,CH78
17239212,CG98
17239321,CI77
17239807,DA97
17240729,CR85
17242854,DA39
17249755,CV91
17251611,CZ66
17252037,CK78
17252229,DK97
17252480,CQ62
17253932,CQ99
17254708,CU46
17254855,CS79
17255171,CO49
17255526,DA88
17255880,CX96
17255913,CG64
17256799,CP66
17257339,BH107
17257473,CQ44
17258228,CU32
17261922,DD70
17263207,CL120
17263550,CR48
17265284,CS123
17266124,ES99
17266255,CD76
17267017,CT98
17267665,CU98
17268091,CS98
17268111,DT77
17268340,DB93
17269114,CQ74
17269342,CG64
17269656,CM67
17270768,CT78
17277132,CF90
17278544,CQ77
17280743,CK63
17280847,CI82
17281121,CX31
17281347,CI92
17283064,EM70
17284471,CS91
17285384,CG63
17286647,CI77
17287645,CU37
17294950,CZ89
17295495,CG65
17297014,CF73
17297467,CO106
17297799,CQ81
17298366,CH86
17298590,CQ76
17299278,CU86
17299611,CD75
17300167,CR83
17302040,CT91
17302836,CP62
17304795,CO50
17304849,CR95
17305490,CX62
17306128,CO89
17306146,CO89
17311213,CZ88
17311284,CO104
17312157,CY87
17314298,CG92
17314998,CU52
17315299,CX32
17316565,CE93
17317366,CK71
17317934,CI78
17318207,CB122
17318814,CT43
17319360,EL72
17321243,CS83
17325829,CR93
17326116,CJ77
17326533,CF65
17329054,DB64
17329090,CD76
17330186,CH75
17331192,CO82
17332200,CL106
17333015,CR42
17339688,DC70
17339881,CT93
17342599,CW36
17344027,CE71
17345621,CV96
17346379,CV36
17347938,DC67
17349377,CU34
17356639,CX85
17358323,EY62
17360353,CE70
17364659,CR84
17364675,CN97
17365005,CS64
17365636,CQ74
17366042,CN49
17366174,DU92
17366414,CK71
17366807,CJ79
17366942,CR50
17367004,CE71
17367175,CY85
17367187,CY39
17367289,ES125
17368006,CF70
17368958,ES125
17369078,CP95
17369530,CT37
17370778,CK98
17371795,CO82
17376200,CV93
17376723,CG64
17380055,CS94
17380431,CK98
17380887,CP83
17381819,CI80
17382067,CT61
17382091,EC82
17382679,CE75
17382781,DB60
17383253,CO52
17383677,BI107
17383929,CX96
17384675,CX98
17385564,DC66
17385865,DM73
17385892,CH73
17387135,CS82
17387259,CP103
17388041,CW51
17396669,CX97
17400624,CS58
17404164,CO63
17405175,EE100
17405812,CN49
17405965,DF87
17407264,DL67
17411672,CT89
17415890,CQ81
17417489,CZ66
17417619,CK107
17418006,EW90
17418177,CU98
17420345,CV101
17420370,CT94
17420832,CE107
17423245,CV51
17423343,CV38
17423413,DV100
17430505,CR106
17430853,DR77
17430920,CS64
17431995,CJ74
17432325,CW89
17432700,CV71
17433291,CO83
17433538,CU108
17433572,CS48
17434977,CU80
17435074,CR120
17437106,CR46
17437772,CU41
17441150,CX91
17442248,CM53
17446640,CV79
17447150,CL55
17447168,CS84
17448930,CO82
17450190,CI69
17450196,CX68
17455952,CT46
17456123,DE89
17456705,CH63
17456932,CN53
17457160,CM96
17457491,CX88
17458077,CG72
17458291,EE99
17458415,CD73
17459791,CL53
17459930,CU81
17460510,CV45
17461281,CU44
17461341,DC95
17461591,CG65
17463059,CT43
17463419,DF89
17463985,CU93
17464043,CR81
17464151,CL52
17465159,CJ78
17465199,CF74
17473754,CR93
17475107,DZ36
17475711,BH110
17476768,CS82
17476990,CZ92
17477606,CS82
17477768,CQ97
17477830,CZ85
17477888,CU80
17478246,CT82
17478780,DT72
17479736,CS40
17479792,CH82
17480159,EO98
17480275,CP45
17480547,CZ89
17481087,CF71
17481484,CV96
17482187,CL74
17489509,CS78
17493275,CP89
17493355,CN53
17494289,CJ73
17494449,DB87
17495518,CS58
17495819,CX31
17495862,CX97
17496194,DB62
17496320,DO77
17496511,CE79
17497776,CW41
17497867,CU84
17497948,CE83
17499587,CI71
17500539,BU119
17500994,DF107
17501131,CS111
17505594,CT47
17506469,CT82
17508300,CC75
17508709,CI63
17508940,CW31
17509152,CS82
17510128,CG66
17510130,CG66
17510136,CG65
17510139,CJ63
17510140,CI63
17510141,CJ64
17510666,CI63
17511694,CJ69
17512277,CJ69
17512282,CK71
17512466,CJ69
17512553,CS82
17512883,CM69
17512898,CF74
17512944,CN62
17513491,CZ65
17513537,CL89
17515391,CJ100
17515547,CF80
17515734,CS89
17515870,CD84
17516489,CV32
17517940,DT88
17520324,CN83
17520883,CV44
17522686,CN96
17524047,CI90
17524075,CI79
17524441,CH77
17524862,CT40
17525806,CU108
17526131,CZ92
17527515,CY27
17527586,CJ76
17529164,DG29
17529216,CT56
17529637,CI77
17531292,EJ65
17531493,CN51
17531524,CO94
17532756,CL79
17532802,CA109
17533091,CS58
17533911,CK78
17534186,CR81
17534189,CU89
17537893,CC74
17538067,CS89
17539341,CU39
17539385,CS57
17539808,CX94
17540291,CE96
17541599,CS54
17541761,DE91
17542694,CV98
17542798,CI79
17543074,CF82
17543568,CX89
17543905,CG71
17544058,CR63
17544220,CR63
17545123,DD45
17545363,BW116
17545558,CJ79
17545775,CT81
17547029,CY86
17548575,CK70
17549299,CG64
17552185,CK96
17552513,CT84
17552955,CV33
17554081,CO84
17554298,AJ146
17554541,CK93
17554889,CH78
17554981,CP51
17555918,CD69
17556208,CR42
17556509,CU82
17557517,CL55
17557873,CL106
17558336,DB85
17558802,CZ62
17559679,CE94
17560078,CT59
17560543,CQ43
17561119,CN65
17568601,CU87
17568638,CI79
17569080,CR50
17569246,DE91
17569280,DB91
17571026,CI80
17572926,CT58
17573027,CD85
17573354,CP75
17573621,DH88
17574134,CU96
17576849,DJ96
17583732,CU83
17583983,DH25
17584136,CE69
17585139,CE76
17586014,CI101
17587000,EK92
17587833,CK70
17589815,CH81
17590729,CS49
17591010,CY87
17591278,CF71
17591356,CR61
17591452,CP130
17593461,EJ75
17599762,CE91
17600777,CO102
17601315,CF79
17601960,CI63
17602108,CI77
17603059,CI70
17604613,CV42
17604756,CF90
17605255,CQ100
17605478,CZ89
17605729,CJ77
17606753,CZ89
17606850,CU91
17607488,CS90
17609502,EM94
17609541,CZ89
17610016,DD94
17610023,CM94
17610059,CG71
17610107,CF82
17611001,EL92
17617905,CZ72
17618446,CU47
17618772,CW100
17618903,CH95
17619003,CS57
17620638,CK92
17624190,DB57
17624400,CE75
17624418,BW114
17625485,CO105
17625707,CQ102
17625824,CV94
17626236,DG86
17629651,CP106
17631431,CT60
17632458,DF87
17632790,CI132
17632840,CI132
17633820,CE76
17634206,CI63
17634485,CI72
17635051,CR59
17635569,CG91
17637439,CO83
17637673,CG73
17638709,CJ99
17640413,CT94
17641480,CQ97
17641625,CI78
17642625,CY87
17645939,CP105
17649690,DR76
17651607,CY62
17651741,DC93
17652158,CN84
17654277,EU69
17654611,CS72
17655017,DA67
17662532,CP81
17664316,CQ95
17664413,DQ20
17665016,CS82
17665855,CZ27
17665943,DL64
17665996,EP126
17666011,CP52
17666300,CD79
17666780,CW90
17667188,DS78
17667194,DD89
17667585,CO82
17667639,CL52
17669272,CH65
17669480,CT94
17669561,DI101
17669867,DB26
17670245,CP106
17677710,CY88
17678601,DD95
17679645,CU46
17679822,CS46
17680363,CS57
17680566,CS82
17680571,CR91
17680909,EJ75
17681190,CQ80
17681470,CY93
17682081,CG89
17682208,CX88
17682543,CF74
17682843,DD63
17682955,CR42
17683202,CK94
17683903,CQ103
17684067,CQ109
17684098,CQ47
17684151,CI98
17684277,CQ110
17684359,CE72
17684828,DD60
17684912,CP90
17686461,CW67
17690331,DC87
17690699,CH101
17691601,CQ111
17692275,CQ110
17692837,CS40
17692964,CB80
17694203,CI99
17695571,CM88
17697164,CJ70
17697781,CA84
17697886,CK98
17698189,CW67
17698990,CW67
17699556,CR97
17699647,CP83
17699790,CK64
17701658,CS60
17702057,CP62
17702242,CS60
17702320,CS59
17707963,EM94
17710717,CT91
17710842,CF89
17711806,DC95
17712166,CY32
17712552,CT97
17712998,CJ77
17713865,CR63
17714306,CU97
17716140,CQ106
17716205,CI89
17716225,CP103
17716237,CP62
17716523,BL126
17717593,CI86
17717799,EE66
17718694,CY89
17719353,CG123
17719502,CW92
17725136,CY88
17728208,CJ77
17728927,CM52
17729060,CF79
17729625,DE89
17730019,CZ92
17730390,CQ94
17730939,DX27
17730964,CT92
17731252,CO95
17731335,CZ65
17731370,DB34
17731891,CA122
17735101,CG65
17735156,AW112
17735639,AW112
17735760,CJ59
17737245,CV88
17737925,CR85
17738174,ET69
17738717,EZ104
17739111,CP131
17741347,CS57
17743697,CT46
17744351,BW115
17746222,CS45
17748284,DB62
17749273,DE72
17750238,CZ27
17750380,CN84
17750513,CT84
17750661,CZ27
17751140,DL65
17751338,BX111
17751792,CN96
17752493,CG69
17752907,CY86
17753121,DB84
17754072,DO64
17756109,CK64
17757976,CI75
17759478,CQ91
17759482,CH79
17759520,CU48
17759694,CS84
17762218,CQ83
17762525,CE72
17762733,CT53
17762827,CP97
17763622,CT54
17763785,CI63
17764129,CR80
17764355,BI111
17764691,CK56
17765198,EU69
17765395,EU68
17765398,CR76
17765841,EG69
17766580,CG80
17771762,DC92
17771811,BH112
17774316,CR55
17774731,CU48
17774810,DD86
17774890,CU96
17774989,CU39
17776104,CU50
17776390,CY86
17776554,CY86
17777286,CU48
17777654,ER100
17778366,EC129
17778781,CN83
17778941,CW90
17779504,ER100
17779879,CN50
17780857,CM112
17781440,EL92
17786762,CG64
17788697,CR92
17790276,CY112
17790958,CF79
17791461,DC88
17791464,CT70
17791938,CG90
17792429,CT84
17792856,CZ63
17793180,DC89
17793185,CM95
17793963,CJ79
17794915,CR44
17796480,DM68
17797691,CS62
17806646,CY86
17808825,DC108
17808917,CQ59
17809161,CJ77
17809303,DA73
17809310,CR97
17809649,CV53
17811033,CB85
17812444,CC74
17812919,CV48
17813679,CS96
17813907,CK69
17814209,CR57
17817203,CY60
17819994,CK98
17820343,CP65
17822626,CQ103
17824129,CI71
17824351,CI78
17825100,CN89
17826827,CU79
17828289,CS89
17828438,CH77
17829241,DI96
17829947,CT81
17830470,CS98
17831929,CN106
17832970,CP130
17835503,CV46
17839052,CI100
17839487,CU94
17839944,CR44
17840284,CV34
17840682,CE72
17841354,CT81
17842111,DG22
17842115,CR93
17842170,CU91
17843168,CJ61
17843998,CH78
17844130,CF89
17844682,CH63
17845507,CI101
17845650,CM66
17847040,CJ64
17848298,CO45
17848627,CV43
17848657,CM88
17848838,CR92
17849234,CD67
17853353,DU27
17855771,CP81
17856672,CU46
17857431,CO95
17857890,CG89
17858824,CN93
17860067,CX86
17860607,CC85
17860684,CJ63
17861841,CU126
17863000,CT78
17864665,CR62
17865806,ER97
17865967,DC67
17866018,CZ88
17866206,CI132
17866302,CS49
17872922,CQ83
17874595,CU53
17875002,CI76
17875156,DC89
17876530,DS25
17876921,CP84
17877959,CY114
17879131,CE72
17880254,DG25
17880865,CS96
17881079,CT78
17881120,CF82
17881234,DB94
17881553,DB98
17887213,CQ93
17887871,CT79
17888337,ED66
17889021,DD58
17891040,BY110
17892114,CJ62
17892835,CS98
17892920,CY67
17893008,CF81
17893069,CG75
17893797,CV45
17897913,DH75
17899730,DI34
17899990,CG101
17900193,CH79
17900243,CQ75
17900681,CP51
17902970,CH64
17904788,CR84
17905460,DC90
17905479,CF72
17905970,DM83
17906420,CR92
17906601,CO97
17906990,CR58
17907935,CQ47
17908179,CN90
17908331,CB81
17915565,CM53
17919742,DB87
17922181,CP51
17922242,CL78
